,PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,sex_female,sex_male,embarked_C,embarked_Q,embarked_S
376,377,3,female,22.0,0,0,C 7077,7.25,S,1,0,0,0,1
377,378,1,male,27.0,0,2,113503,211.5,C,0,1,1,0,0
378,379,3,male,20.0,0,0,2648,4.0125,C,0,1,1,0,0
379,380,3,male,19.0,0,0,347069,7.775,S,0,1,0,0,1
380,381,1,female,42.0,0,0,PC 17757,227.525,C,1,0,1,0,0
381,382,3,female,1.0,0,2,2653,15.7417,C,1,0,1,0,0
382,383,3,male,32.0,0,0,STON/O 2. 3101293,7.925,S,0,1,0,0,1
383,384,1,female,35.0,1,0,113789,52.0,S,1,0,0,0,1
384,385,3,male,28.0,0,0,349227,7.8958,S,0,1,0,0,1
385,386,2,male,18.0,0,0,S.O.C. 14879,73.5,S,0,1,0,0,1
386,387,3,male,1.0,5,2,CA 2144,46.9,S,0,1,0,0,1
387,388,2,female,36.0,0,0,27849,13.0,S,1,0,0,0,1
388,389,3,male,28.0,0,0,367655,7.7292,Q,0,1,0,1,0
389,390,2,female,17.0,0,0,SC 1748,12.0,C,1,0,1,0,0
390,391,1,male,36.0,1,2,113760,120.0,S,0,1,0,0,1
391,392,3,male,21.0,0,0,350034,7.7958,S,0,1,0,0,1
392,393,3,male,28.0,2,0,3101277,7.925,S,0,1,0,0,1
393,394,1,female,23.0,1,0,35273,113.275,C,1,0,1,0,0
394,395,3,female,24.0,0,2,PP 9549,16.7,S,1,0,0,0,1
395,396,3,male,22.0,0,0,350052,7.7958,S,0,1,0,0,1
396,397,3,female,31.0,0,0,350407,7.8542,S,1,0,0,0,1
397,398,2,male,46.0,0,0,28403,26.0,S,0,1,0,0,1
398,399,2,male,23.0,0,0,244278,10.5,S,0,1,0,0,1
399,400,2,female,28.0,0,0,240929,12.65,S,1,0,0,0,1
400,401,3,male,39.0,0,0,STON/O 2. 3101289,7.925,S,0,1,0,0,1
401,402,3,male,26.0,0,0,341826,8.05,S,0,1,0,0,1
402,403,3,female,21.0,1,0,4137,9.825,S,1,0,0,0,1
403,404,3,male,28.0,1,0,STON/O2. 3101279,15.85,S,0,1,0,0,1
404,405,3,female,20.0,0,0,315096,8.6625,S,1,0,0,0,1
405,406,2,male,34.0,1,0,28664,21.0,S,0,1,0,0,1
406,407,3,male,51.0,0,0,347064,7.75,S,0,1,0,0,1
407,408,2,male,3.0,1,1,29106,18.75,S,0,1,0,0,1
408,409,3,male,21.0,0,0,312992,7.775,S,0,1,0,0,1
409,410,3,female,28.0,3,1,4133,25.4667,S,1,0,0,0,1
410,411,3,male,28.0,0,0,349222,7.8958,S,0,1,0,0,1
411,412,3,male,28.0,0,0,394140,6.8583,Q,0,1,0,1,0
412,413,1,female,33.0,1,0,19928,90.0,Q,1,0,0,1,0
413,414,2,male,28.0,0,0,239853,0.0,S,0,1,0,0,1
414,415,3,male,44.0,0,0,STON/O 2. 3101269,7.925,S,0,1,0,0,1
415,416,3,female,28.0,0,0,343095,8.05,S,1,0,0,0,1
416,417,2,female,34.0,1,1,28220,32.5,S,1,0,0,0,1
417,418,2,female,18.0,0,2,250652,13.0,S,1,0,0,0,1
418,419,2,male,30.0,0,0,28228,13.0,S,0,1,0,0,1
419,420,3,female,10.0,0,2,345773,24.15,S,1,0,0,0,1
420,421,3,male,28.0,0,0,349254,7.8958,C,0,1,1,0,0
421,422,3,male,21.0,0,0,A/5. 13032,7.7333,Q,0,1,0,1,0
422,423,3,male,29.0,0,0,315082,7.875,S,0,1,0,0,1
423,424,3,female,28.0,1,1,347080,14.4,S,1,0,0,0,1
424,425,3,male,18.0,1,1,370129,20.2125,S,0,1,0,0,1
425,426,3,male,28.0,0,0,A/4. 34244,7.25,S,0,1,0,0,1
426,427,2,female,28.0,1,0,2003,26.0,S,1,0,0,0,1
427,428,2,female,19.0,0,0,250655,26.0,S,1,0,0,0,1
428,429,3,male,28.0,0,0,364851,7.75,Q,0,1,0,1,0
429,430,3,male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,0,1,0,0,1
430,431,1,male,28.0,0,0,110564,26.55,S,0,1,0,0,1
431,432,3,female,28.0,1,0,376564,16.1,S,1,0,0,0,1
432,433,2,female,42.0,1,0,SC/AH 3085,26.0,S,1,0,0,0,1
433,434,3,male,17.0,0,0,STON/O 2. 3101274,7.125,S,0,1,0,0,1
434,435,1,male,50.0,1,0,13507,55.9,S,0,1,0,0,1
435,436,1,female,14.0,1,2,113760,120.0,S,1,0,0,0,1
436,437,3,female,21.0,2,2,W./C. 6608,34.375,S,1,0,0,0,1
437,438,2,female,24.0,2,3,29106,18.75,S,1,0,0,0,1
438,439,1,male,64.0,1,4,19950,263.0,S,0,1,0,0,1
439,440,2,male,31.0,0,0,C.A. 18723,10.5,S,0,1,0,0,1
440,441,2,female,45.0,1,1,F.C.C. 13529,26.25,S,1,0,0,0,1
441,442,3,male,20.0,0,0,345769,9.5,S,0,1,0,0,1
442,443,3,male,25.0,1,0,347076,7.775,S,0,1,0,0,1
443,444,2,female,28.0,0,0,230434,13.0,S,1,0,0,0,1
444,445,3,male,28.0,0,0,65306,8.1125,S,0,1,0,0,1
445,446,1,male,4.0,0,2,33638,81.8583,S,0,1,0,0,1
446,447,2,female,13.0,0,1,250644,19.5,S,1,0,0,0,1
447,448,1,male,34.0,0,0,113794,26.55,S,0,1,0,0,1
448,449,3,female,5.0,2,1,2666,19.2583,C,1,0,1,0,0
449,450,1,male,52.0,0,0,113786,30.5,S,0,1,0,0,1
450,451,2,male,36.0,1,2,C.A. 34651,27.75,S,0,1,0,0,1
451,452,3,male,28.0,1,0,65303,19.9667,S,0,1,0,0,1
452,453,1,male,30.0,0,0,113051,27.75,C,0,1,1,0,0
453,454,1,male,49.0,1,0,17453,89.1042,C,0,1,1,0,0
454,455,3,male,28.0,0,0,A/5 2817,8.05,S,0,1,0,0,1
455,456,3,male,29.0,0,0,349240,7.8958,C,0,1,1,0,0
456,457,1,male,65.0,0,0,13509,26.55,S,0,1,0,0,1
457,458,1,female,28.0,1,0,17464,51.8625,S,1,0,0,0,1
458,459,2,female,50.0,0,0,F.C.C. 13531,10.5,S,1,0,0,0,1
459,460,3,male,28.0,0,0,371060,7.75,Q,0,1,0,1,0
460,461,1,male,48.0,0,0,19952,26.55,S,0,1,0,0,1
461,462,3,male,34.0,0,0,364506,8.05,S,0,1,0,0,1
462,463,1,male,47.0,0,0,111320,38.5,S,0,1,0,0,1
463,464,2,male,48.0,0,0,234360,13.0,S,0,1,0,0,1
464,465,3,male,28.0,0,0,A/S 2816,8.05,S,0,1,0,0,1
465,466,3,male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,0,1,0,0,1
466,467,2,male,28.0,0,0,239853,0.0,S,0,1,0,0,1
467,468,1,male,56.0,0,0,113792,26.55,S,0,1,0,0,1
468,469,3,male,28.0,0,0,36209,7.725,Q,0,1,0,1,0
469,470,3,female,0.75,2,1,2666,19.2583,C,1,0,1,0,0
470,471,3,male,28.0,0,0,323592,7.25,S,0,1,0,0,1
471,472,3,male,38.0,0,0,315089,8.6625,S,0,1,0,0,1
472,473,2,female,33.0,1,2,C.A. 34651,27.75,S,1,0,0,0,1
473,474,2,female,23.0,0,0,SC/AH Basle 541,13.7917,C,1,0,1,0,0
474,475,3,female,22.0,0,0,7553,9.8375,S,1,0,0,0,1
475,476,1,male,28.0,0,0,110465,52.0,S,0,1,0,0,1
476,477,2,male,34.0,1,0,31027,21.0,S,0,1,0,0,1
477,478,3,male,29.0,1,0,3460,7.0458,S,0,1,0,0,1
478,479,3,male,22.0,0,0,350060,7.5208,S,0,1,0,0,1
479,480,3,female,2.0,0,1,3101298,12.2875,S,1,0,0,0,1
480,481,3,male,9.0,5,2,CA 2144,46.9,S,0,1,0,0,1
481,482,2,male,28.0,0,0,239854,0.0,S,0,1,0,0,1
482,483,3,male,50.0,0,0,A/5 3594,8.05,S,0,1,0,0,1
483,484,3,female,63.0,0,0,4134,9.5875,S,1,0,0,0,1
484,485,1,male,25.0,1,0,11967,91.0792,C,0,1,1,0,0
485,486,3,female,28.0,3,1,4133,25.4667,S,1,0,0,0,1
486,487,1,female,35.0,1,0,19943,90.0,S,1,0,0,0,1
487,488,1,male,58.0,0,0,11771,29.7,C,0,1,1,0,0
488,489,3,male,30.0,0,0,A.5. 18509,8.05,S,0,1,0,0,1
489,490,3,male,9.0,1,1,C.A. 37671,15.9,S,0,1,0,0,1
490,491,3,male,28.0,1,0,65304,19.9667,S,0,1,0,0,1
491,492,3,male,21.0,0,0,SOTON/OQ 3101317,7.25,S,0,1,0,0,1
492,493,1,male,55.0,0,0,113787,30.5,S,0,1,0,0,1
493,494,1,male,71.0,0,0,PC 17609,49.5042,C,0,1,1,0,0
494,495,3,male,21.0,0,0,A/4 45380,8.05,S,0,1,0,0,1
495,496,3,male,28.0,0,0,2627,14.4583,C,0,1,1,0,0
496,497,1,female,54.0,1,0,36947,78.2667,C,1,0,1,0,0
497,498,3,male,28.0,0,0,C.A. 6212,15.1,S,0,1,0,0,1
498,499,1,female,25.0,1,2,113781,151.55,S,1,0,0,0,1
499,500,3,male,24.0,0,0,350035,7.7958,S,0,1,0,0,1
500,501,3,male,17.0,0,0,315086,8.6625,S,0,1,0,0,1
501,502,3,female,21.0,0,0,364846,7.75,Q,1,0,0,1,0
502,503,3,female,28.0,0,0,330909,7.6292,Q,1,0,0,1,0
503,504,3,female,37.0,0,0,4135,9.5875,S,1,0,0,0,1
504,505,1,female,16.0,0,0,110152,86.5,S,1,0,0,0,1
505,506,1,male,18.0,1,0,PC 17758,108.9,C,0,1,1,0,0
506,507,2,female,33.0,0,2,26360,26.0,S,1,0,0,0,1
507,508,1,male,28.0,0,0,111427,26.55,S,0,1,0,0,1
508,509,3,male,28.0,0,0,C 4001,22.525,S,0,1,0,0,1
509,510,3,male,26.0,0,0,1601,56.4958,S,0,1,0,0,1
510,511,3,male,29.0,0,0,382651,7.75,Q,0,1,0,1,0
511,512,3,male,28.0,0,0,SOTON/OQ 3101316,8.05,S,0,1,0,0,1
512,513,1,male,36.0,0,0,PC 17473,26.2875,S,0,1,0,0,1
513,514,1,female,54.0,1,0,PC 17603,59.4,C,1,0,1,0,0
514,515,3,male,24.0,0,0,349209,7.4958,S,0,1,0,0,1
515,516,1,male,47.0,0,0,36967,34.0208,S,0,1,0,0,1
516,517,2,female,34.0,0,0,C.A. 34260,10.5,S,1,0,0,0,1
517,518,3,male,28.0,0,0,371110,24.15,Q,0,1,0,1,0
518,519,2,female,36.0,1,0,226875,26.0,S,1,0,0,0,1
519,520,3,male,32.0,0,0,349242,7.8958,S,0,1,0,0,1
520,521,1,female,30.0,0,0,12749,93.5,S,1,0,0,0,1
521,522,3,male,22.0,0,0,349252,7.8958,S,0,1,0,0,1
522,523,3,male,28.0,0,0,2624,7.225,C,0,1,1,0,0
523,524,1,female,44.0,0,1,111361,57.9792,C,1,0,1,0,0
524,525,3,male,28.0,0,0,2700,7.2292,C,0,1,1,0,0
525,526,3,male,40.5,0,0,367232,7.75,Q,0,1,0,1,0
526,527,2,female,50.0,0,0,W./C. 14258,10.5,S,1,0,0,0,1
527,528,1,male,28.0,0,0,PC 17483,221.7792,S,0,1,0,0,1
528,529,3,male,39.0,0,0,3101296,7.925,S,0,1,0,0,1
529,530,2,male,23.0,2,1,29104,11.5,S,0,1,0,0,1
530,531,2,female,2.0,1,1,26360,26.0,S,1,0,0,0,1
531,532,3,male,28.0,0,0,2641,7.2292,C,0,1,1,0,0
532,533,3,male,17.0,1,1,2690,7.2292,C,0,1,1,0,0
533,534,3,female,28.0,0,2,2668,22.3583,C,1,0,1,0,0
534,535,3,female,30.0,0,0,315084,8.6625,S,1,0,0,0,1
535,536,2,female,7.0,0,2,F.C.C. 13529,26.25,S,1,0,0,0,1
536,537,1,male,45.0,0,0,113050,26.55,S,0,1,0,0,1
537,538,1,female,30.0,0,0,PC 17761,106.425,C,1,0,1,0,0
538,539,3,male,28.0,0,0,364498,14.5,S,0,1,0,0,1
539,540,1,female,22.0,0,2,13568,49.5,C,1,0,1,0,0
540,541,1,female,36.0,0,2,WE/P 5735,71.0,S,1,0,0,0,1
541,542,3,female,9.0,4,2,347082,31.275,S,1,0,0,0,1
542,543,3,female,11.0,4,2,347082,31.275,S,1,0,0,0,1
543,544,2,male,32.0,1,0,2908,26.0,S,0,1,0,0,1
544,545,1,male,50.0,1,0,PC 17761,106.425,C,0,1,1,0,0
545,546,1,male,64.0,0,0,693,26.0,S,0,1,0,0,1
546,547,2,female,19.0,1,0,2908,26.0,S,1,0,0,0,1
547,548,2,male,28.0,0,0,SC/PARIS 2146,13.8625,C,0,1,1,0,0
548,549,3,male,33.0,1,1,363291,20.525,S,0,1,0,0,1
549,550,2,male,8.0,1,1,C.A. 33112,36.75,S,0,1,0,0,1
550,551,1,male,17.0,0,2,17421,110.8833,C,0,1,1,0,0
551,552,2,male,27.0,0,0,244358,26.0,S,0,1,0,0,1
552,553,3,male,28.0,0,0,330979,7.8292,Q,0,1,0,1,0
553,554,3,male,22.0,0,0,2620,7.225,C,0,1,1,0,0
554,555,3,female,22.0,0,0,347085,7.775,S,1,0,0,0,1
555,556,1,male,62.0,0,0,113807,26.55,S,0,1,0,0,1
556,557,1,female,48.0,1,0,11755,39.6,C,1,0,1,0,0
557,558,1,male,28.0,0,0,PC 17757,227.525,C,0,1,1,0,0
558,559,1,female,39.0,1,1,110413,79.65,S,1,0,0,0,1
559,560,3,female,36.0,1,0,345572,17.4,S,1,0,0,0,1
560,561,3,male,28.0,0,0,372622,7.75,Q,0,1,0,1,0
561,562,3,male,40.0,0,0,349251,7.8958,S,0,1,0,0,1
562,563,2,male,28.0,0,0,218629,13.5,S,0,1,0,0,1
563,564,3,male,28.0,0,0,SOTON/OQ 392082,8.05,S,0,1,0,0,1
564,565,3,female,28.0,0,0,SOTON/O.Q. 392087,8.05,S,1,0,0,0,1
565,566,3,male,24.0,2,0,A/4 48871,24.15,S,0,1,0,0,1
566,567,3,male,19.0,0,0,349205,7.8958,S,0,1,0,0,1
567,568,3,female,29.0,0,4,349909,21.075,S,1,0,0,0,1
568,569,3,male,28.0,0,0,2686,7.2292,C,0,1,1,0,0
569,570,3,male,32.0,0,0,350417,7.8542,S,0,1,0,0,1
570,571,2,male,62.0,0,0,S.W./PP 752,10.5,S,0,1,0,0,1
571,572,1,female,53.0,2,0,11769,51.4792,S,1,0,0,0,1
572,573,1,male,36.0,0,0,PC 17474,26.3875,S,0,1,0,0,1
573,574,3,female,28.0,0,0,14312,7.75,Q,1,0,0,1,0
574,575,3,male,16.0,0,0,A/4. 20589,8.05,S,0,1,0,0,1
575,576,3,male,19.0,0,0,358585,14.5,S,0,1,0,0,1
576,577,2,female,34.0,0,0,243880,13.0,S,1,0,0,0,1
577,578,1,female,39.0,1,0,13507,55.9,S,1,0,0,0,1
578,579,3,female,28.0,1,0,2689,14.4583,C,1,0,1,0,0
579,580,3,male,32.0,0,0,STON/O 2. 3101286,7.925,S,0,1,0,0,1
580,581,2,female,25.0,1,1,237789,30.0,S,1,0,0,0,1
581,582,1,female,39.0,1,1,17421,110.8833,C,1,0,1,0,0
582,583,2,male,54.0,0,0,28403,26.0,S,0,1,0,0,1
583,584,1,male,36.0,0,0,13049,40.125,C,0,1,1,0,0
584,585,3,male,28.0,0,0,3411,8.7125,C,0,1,1,0,0
585,586,1,female,18.0,0,2,110413,79.65,S,1,0,0,0,1
586,587,2,male,47.0,0,0,237565,15.0,S,0,1,0,0,1
587,588,1,male,60.0,1,1,13567,79.2,C,0,1,1,0,0
588,589,3,male,22.0,0,0,14973,8.05,S,0,1,0,0,1
589,590,3,male,28.0,0,0,A./5. 3235,8.05,S,0,1,0,0,1
590,591,3,male,35.0,0,0,STON/O 2. 3101273,7.125,S,0,1,0,0,1
591,592,1,female,52.0,1,0,36947,78.2667,C,1,0,1,0,0
592,593,3,male,47.0,0,0,A/5 3902,7.25,S,0,1,0,0,1
593,594,3,female,28.0,0,2,364848,7.75,Q,1,0,0,1,0
594,595,2,male,37.0,1,0,SC/AH 29037,26.0,S,0,1,0,0,1
595,596,3,male,36.0,1,1,345773,24.15,S,0,1,0,0,1
596,597,2,female,28.0,0,0,248727,33.0,S,1,0,0,0,1
597,598,3,male,49.0,0,0,LINE,0.0,S,0,1,0,0,1
598,599,3,male,28.0,0,0,2664,7.225,C,0,1,1,0,0
599,600,1,male,49.0,1,0,PC 17485,56.9292,C,0,1,1,0,0
600,601,2,female,24.0,2,1,243847,27.0,S,1,0,0,0,1
601,602,3,male,28.0,0,0,349214,7.8958,S,0,1,0,0,1
602,603,1,male,28.0,0,0,113796,42.4,S,0,1,0,0,1
603,604,3,male,44.0,0,0,364511,8.05,S,0,1,0,0,1
604,605,1,male,35.0,0,0,111426,26.55,C,0,1,1,0,0
605,606,3,male,36.0,1,0,349910,15.55,S,0,1,0,0,1
606,607,3,male,30.0,0,0,349246,7.8958,S,0,1,0,0,1
607,608,1,male,27.0,0,0,113804,30.5,S,0,1,0,0,1
608,609,2,female,22.0,1,2,SC/Paris 2123,41.5792,C,1,0,1,0,0
609,610,1,female,40.0,0,0,PC 17582,153.4625,S,1,0,0,0,1
610,611,3,female,39.0,1,5,347082,31.275,S,1,0,0,0,1
611,612,3,male,28.0,0,0,SOTON/O.Q. 3101305,7.05,S,0,1,0,0,1
612,613,3,female,28.0,1,0,367230,15.5,Q,1,0,0,1,0
613,614,3,male,28.0,0,0,370377,7.75,Q,0,1,0,1,0
614,615,3,male,35.0,0,0,364512,8.05,S,0,1,0,0,1
615,616,2,female,24.0,1,2,220845,65.0,S,1,0,0,0,1
616,617,3,male,34.0,1,1,347080,14.4,S,0,1,0,0,1
617,618,3,female,26.0,1,0,A/5. 3336,16.1,S,1,0,0,0,1
618,619,2,female,4.0,2,1,230136,39.0,S,1,0,0,0,1
619,620,2,male,26.0,0,0,31028,10.5,S,0,1,0,0,1
620,621,3,male,27.0,1,0,2659,14.4542,C,0,1,1,0,0
621,622,1,male,42.0,1,0,11753,52.5542,S,0,1,0,0,1
622,623,3,male,20.0,1,1,2653,15.7417,C,0,1,1,0,0
623,624,3,male,21.0,0,0,350029,7.8542,S,0,1,0,0,1
624,625,3,male,21.0,0,0,54636,16.1,S,0,1,0,0,1
625,626,1,male,61.0,0,0,36963,32.3208,S,0,1,0,0,1
626,627,2,male,57.0,0,0,219533,12.35,Q,0,1,0,1,0
627,628,1,female,21.0,0,0,13502,77.9583,S,1,0,0,0,1
628,629,3,male,26.0,0,0,349224,7.8958,S,0,1,0,0,1
629,630,3,male,28.0,0,0,334912,7.7333,Q,0,1,0,1,0
630,631,1,male,80.0,0,0,27042,30.0,S,0,1,0,0,1
631,632,3,male,51.0,0,0,347743,7.0542,S,0,1,0,0,1
632,633,1,male,32.0,0,0,13214,30.5,C,0,1,1,0,0
633,634,1,male,28.0,0,0,112052,0.0,S,0,1,0,0,1
634,635,3,female,9.0,3,2,347088,27.9,S,1,0,0,0,1
635,636,2,female,28.0,0,0,237668,13.0,S,1,0,0,0,1
636,637,3,male,32.0,0,0,STON/O 2. 3101292,7.925,S,0,1,0,0,1
637,638,2,male,31.0,1,1,C.A. 31921,26.25,S,0,1,0,0,1
638,639,3,female,41.0,0,5,3101295,39.6875,S,1,0,0,0,1
639,640,3,male,28.0,1,0,376564,16.1,S,0,1,0,0,1
640,641,3,male,20.0,0,0,350050,7.8542,S,0,1,0,0,1
641,642,1,female,24.0,0,0,PC 17477,69.3,C,1,0,1,0,0
642,643,3,female,2.0,3,2,347088,27.9,S,1,0,0,0,1
643,644,3,male,28.0,0,0,1601,56.4958,S,0,1,0,0,1
644,645,3,female,0.75,2,1,2666,19.2583,C,1,0,1,0,0
645,646,1,male,48.0,1,0,PC 17572,76.7292,C,0,1,1,0,0
646,647,3,male,19.0,0,0,349231,7.8958,S,0,1,0,0,1
647,648,1,male,56.0,0,0,13213,35.5,C,0,1,1,0,0
648,649,3,male,28.0,0,0,S.O./P.P. 751,7.55,S,0,1,0,0,1
649,650,3,female,23.0,0,0,CA. 2314,7.55,S,1,0,0,0,1
650,651,3,male,28.0,0,0,349221,7.8958,S,0,1,0,0,1
651,652,2,female,18.0,0,1,231919,23.0,S,1,0,0,0,1
652,653,3,male,21.0,0,0,8475,8.4333,S,0,1,0,0,1
653,654,3,female,28.0,0,0,330919,7.8292,Q,1,0,0,1,0
654,655,3,female,18.0,0,0,365226,6.75,Q,1,0,0,1,0
655,656,2,male,24.0,2,0,S.O.C. 14879,73.5,S,0,1,0,0,1
656,657,3,male,28.0,0,0,349223,7.8958,S,0,1,0,0,1
657,658,3,female,32.0,1,1,364849,15.5,Q,1,0,0,1,0
658,659,2,male,23.0,0,0,29751,13.0,S,0,1,0,0,1
659,660,1,male,58.0,0,2,35273,113.275,C,0,1,1,0,0
660,661,1,male,50.0,2,0,PC 17611,133.65,S,0,1,0,0,1
661,662,3,male,40.0,0,0,2623,7.225,C,0,1,1,0,0
662,663,1,male,47.0,0,0,5727,25.5875,S,0,1,0,0,1
663,664,3,male,36.0,0,0,349210,7.4958,S,0,1,0,0,1
664,665,3,male,20.0,1,0,STON/O 2. 3101285,7.925,S,0,1,0,0,1
665,666,2,male,32.0,2,0,S.O.C. 14879,73.5,S,0,1,0,0,1
666,667,2,male,25.0,0,0,234686,13.0,S,0,1,0,0,1
667,668,3,male,28.0,0,0,312993,7.775,S,0,1,0,0,1
668,669,3,male,43.0,0,0,A/5 3536,8.05,S,0,1,0,0,1
669,670,1,female,28.0,1,0,19996,52.0,S,1,0,0,0,1
670,671,2,female,40.0,1,1,29750,39.0,S,1,0,0,0,1
671,672,1,male,31.0,1,0,F.C. 12750,52.0,S,0,1,0,0,1
672,673,2,male,70.0,0,0,C.A. 24580,10.5,S,0,1,0,0,1
673,674,2,male,31.0,0,0,244270,13.0,S,0,1,0,0,1
674,675,2,male,28.0,0,0,239856,0.0,S,0,1,0,0,1
675,676,3,male,18.0,0,0,349912,7.775,S,0,1,0,0,1
676,677,3,male,24.5,0,0,342826,8.05,S,0,1,0,0,1
677,678,3,female,18.0,0,0,4138,9.8417,S,1,0,0,0,1
678,679,3,female,43.0,1,6,CA 2144,46.9,S,1,0,0,0,1
679,680,1,male,36.0,0,1,PC 17755,512.3292,C,0,1,1,0,0
680,681,3,female,28.0,0,0,330935,8.1375,Q,1,0,0,1,0
681,682,1,male,27.0,0,0,PC 17572,76.7292,C,0,1,1,0,0
682,683,3,male,20.0,0,0,6563,9.225,S,0,1,0,0,1
683,684,3,male,14.0,5,2,CA 2144,46.9,S,0,1,0,0,1
684,685,2,male,60.0,1,1,29750,39.0,S,0,1,0,0,1
685,686,2,male,25.0,1,2,SC/Paris 2123,41.5792,C,0,1,1,0,0
686,687,3,male,14.0,4,1,3101295,39.6875,S,0,1,0,0,1
687,688,3,male,19.0,0,0,349228,10.1708,S,0,1,0,0,1
688,689,3,male,18.0,0,0,350036,7.7958,S,0,1,0,0,1
689,690,1,female,15.0,0,1,24160,211.3375,S,1,0,0,0,1
690,691,1,male,31.0,1,0,17474,57.0,S,0,1,0,0,1
691,692,3,female,4.0,0,1,349256,13.4167,C,1,0,1,0,0
692,693,3,male,28.0,0,0,1601,56.4958,S,0,1,0,0,1
693,694,3,male,25.0,0,0,2672,7.225,C,0,1,1,0,0
694,695,1,male,60.0,0,0,113800,26.55,S,0,1,0,0,1
695,696,2,male,52.0,0,0,248731,13.5,S,0,1,0,0,1
696,697,3,male,44.0,0,0,363592,8.05,S,0,1,0,0,1
697,698,3,female,28.0,0,0,35852,7.7333,Q,1,0,0,1,0
698,699,1,male,49.0,1,1,17421,110.8833,C,0,1,1,0,0
699,700,3,male,42.0,0,0,348121,7.65,S,0,1,0,0,1
700,701,1,female,18.0,1,0,PC 17757,227.525,C,1,0,1,0,0
701,702,1,male,35.0,0,0,PC 17475,26.2875,S,0,1,0,0,1
702,703,3,female,18.0,0,1,2691,14.4542,C,1,0,1,0,0
703,704,3,male,25.0,0,0,36864,7.7417,Q,0,1,0,1,0
704,705,3,male,26.0,1,0,350025,7.8542,S,0,1,0,0,1
705,706,2,male,39.0,0,0,250655,26.0,S,0,1,0,0,1
706,707,2,female,45.0,0,0,223596,13.5,S,1,0,0,0,1
707,708,1,male,42.0,0,0,PC 17476,26.2875,S,0,1,0,0,1
708,709,1,female,22.0,0,0,113781,151.55,S,1,0,0,0,1
709,710,3,male,28.0,1,1,2661,15.2458,C,0,1,1,0,0
710,711,1,female,24.0,0,0,PC 17482,49.5042,C,1,0,1,0,0
711,712,1,male,28.0,0,0,113028,26.55,S,0,1,0,0,1
712,713,1,male,48.0,1,0,19996,52.0,S,0,1,0,0,1
713,714,3,male,29.0,0,0,7545,9.4833,S,0,1,0,0,1
714,715,2,male,52.0,0,0,250647,13.0,S,0,1,0,0,1
715,716,3,male,19.0,0,0,348124,7.65,S,0,1,0,0,1
716,717,1,female,38.0,0,0,PC 17757,227.525,C,1,0,1,0,0
717,718,2,female,27.0,0,0,34218,10.5,S,1,0,0,0,1
718,719,3,male,28.0,0,0,36568,15.5,Q,0,1,0,1,0
719,720,3,male,33.0,0,0,347062,7.775,S,0,1,0,0,1
720,721,2,female,6.0,0,1,248727,33.0,S,1,0,0,0,1
721,722,3,male,17.0,1,0,350048,7.0542,S,0,1,0,0,1
722,723,2,male,34.0,0,0,12233,13.0,S,0,1,0,0,1
723,724,2,male,50.0,0,0,250643,13.0,S,0,1,0,0,1
724,725,1,male,27.0,1,0,113806,53.1,S,0,1,0,0,1
725,726,3,male,20.0,0,0,315094,8.6625,S,0,1,0,0,1
726,727,2,female,30.0,3,0,31027,21.0,S,1,0,0,0,1
727,728,3,female,28.0,0,0,36866,7.7375,Q,1,0,0,1,0
728,729,2,male,25.0,1,0,236853,26.0,S,0,1,0,0,1
729,730,3,female,25.0,1,0,STON/O2. 3101271,7.925,S,1,0,0,0,1
730,731,1,female,29.0,0,0,24160,211.3375,S,1,0,0,0,1
731,732,3,male,11.0,0,0,2699,18.7875,C,0,1,1,0,0
732,733,2,male,28.0,0,0,239855,0.0,S,0,1,0,0,1
733,734,2,male,23.0,0,0,28425,13.0,S,0,1,0,0,1
734,735,2,male,23.0,0,0,233639,13.0,S,0,1,0,0,1
735,736,3,male,28.5,0,0,54636,16.1,S,0,1,0,0,1
736,737,3,female,48.0,1,3,W./C. 6608,34.375,S,1,0,0,0,1
737,738,1,male,35.0,0,0,PC 17755,512.3292,C,0,1,1,0,0
738,739,3,male,28.0,0,0,349201,7.8958,S,0,1,0,0,1
739,740,3,male,28.0,0,0,349218,7.8958,S,0,1,0,0,1
740,741,1,male,28.0,0,0,16988,30.0,S,0,1,0,0,1
741,742,1,male,36.0,1,0,19877,78.85,S,0,1,0,0,1
742,743,1,female,21.0,2,2,PC 17608,262.375,C,1,0,1,0,0
743,744,3,male,24.0,1,0,376566,16.1,S,0,1,0,0,1
744,745,3,male,31.0,0,0,STON/O 2. 3101288,7.925,S,0,1,0,0,1
745,746,1,male,70.0,1,1,WE/P 5735,71.0,S,0,1,0,0,1
746,747,3,male,16.0,1,1,C.A. 2673,20.25,S,0,1,0,0,1
747,748,2,female,30.0,0,0,250648,13.0,S,1,0,0,0,1
748,749,1,male,19.0,1,0,113773,53.1,S,0,1,0,0,1
749,750,3,male,31.0,0,0,335097,7.75,Q,0,1,0,1,0
750,751,2,female,4.0,1,1,29103,23.0,S,1,0,0,0,1
751,752,3,male,6.0,0,1,392096,12.475,S,0,1,0,0,1
752,753,3,male,33.0,0,0,345780,9.5,S,0,1,0,0,1
753,754,3,male,23.0,0,0,349204,7.8958,S,0,1,0,0,1
754,755,2,female,48.0,1,2,220845,65.0,S,1,0,0,0,1
